#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_000964.3	257791	258498	+	938422	ybgA	BSU02370	NP_388119.1	235	-	GntR family transcriptional regulator
chr	NC_000964.3	258532	258807	+	938423	ybgB	BSU02380	NP_388120.1	91	-	membrane protein
chr	NC_000964.3	259016	260086	+	938420	ybgE	BSU02390	NP_388121.1	356	-	branched-chain-amino acid transaminase 1
chr	NC_000964.3	260123	261535	-	938415	ybgF	BSU02400	NP_388122.1	470	-	amino acid permease YbgF
chr	NC_000964.3	261656	262603	-	938412	mmuM	BSU02410	NP_388123.1	315	-	homocysteine S-methyltransferase YbgG
chr	NC_000964.3	262732	264168	-	938419	glnT	BSU02420	NP_388124.2	478	-	sodium/glutamine symporter GlnT
chr	NC_000964.3	264191	265174	-	938416	ybgJ	BSU02430	NP_388125.1	327	-	glutaminase 1
chr	NC_000964.3	265476	266708	+	938417	glnJ	BSU02440	NP_388126.2	410	-	sensor histidine kinase
chr	NC_000964.3	266719	267663	+	938414	glnL	BSU02450	NP_388127.1	314	-	transcriptional regulatory protein GlnL
chr	NC_000964.3	267890	268816	+	938409	ycbC	BSU02460	NP_388128.2	308	-	5-dehydro-4-deoxyglucarate dehydratase
chr	NC_000964.3	268846	270312	+	938406	ycbD	BSU02470	NP_388129.1	488	-	aldehyde dehydrogenase YcbD
chr	NC_000964.3	270396	271763	+	938413	gudP	BSU02480	NP_388130.2	455	-	glucarate transporter
chr	NC_000964.3	271800	273167	+	938410	gudD	BSU02490	NP_388131.2	455	-	glucarate dehydratase
chr	NC_000964.3	273237	273938	+	938411	ycbG	BSU02500	NP_388132.2	233	-	GntR family transcriptional regulator
chr	NC_000964.3	274029	275561	+	938407	garD	BSU02510	NP_388133.2	510	-	D-galactarate dehydratase
chr	NC_000964.3	275838	276758	+	938408	ycbJ	BSU02520	NP_388134.1	306	-	hypothetical protein BSU02520
chr	NC_000964.3	277160	277321	+	938403	rtpA	BSU02530	NP_388135.1	53	-	tryptophan RNA-binding attenuator protein inhibitory protein
chr	NC_000964.3	277342	278280	+	938405	ycbK	BSU02540	NP_388136.1	312	-	transporter
chr	NC_000964.3	278377	279057	+	938400	ycbL	BSU02550	NP_388137.2	226	-	transcriptional regulator
chr	NC_000964.3	279059	279994	+	938397	ycbM	BSU02560	NP_388138.2	311	-	sensor histidine kinase
chr	NC_000964.3	280086	281009	+	938404	ycbN	BSU02570	NP_388139.2	307	-	ABC transporter ATP-binding protein
chr	NC_000964.3	281028	281714	+	938401	ycbO	BSU02580	NP_388140.3	228	-	hypothetical protein BSU02580
chr	NC_000964.3	281769	282155	-	938402	ycbP	BSU02590	NP_388141.1	128	-	hypothetical protein BSU02590
chr	NC_000964.3	282469	282897	+	938399	cwlJ	BSU02600	NP_388142.2	142	-	cell wall hydrolase CwlJ
chr	NC_000964.3	283003	283734	+	938394	ycbR	BSU02610	NP_388143.2	243	-	hypothetical protein BSU02610
chr	NC_000964.3	283816	283992	+	8302909	yczK	BSU02619	YP_003097673.1	58	-	hypothetical protein BSU02619
chr	NC_000964.3	284011	285762	+	938391	phoD	BSU02620	NP_388144.2	583	-	alkaline phosphatase D
chr	NC_000964.3	285775	285987	+	938398	tatAD	BSU02630	NP_388145.2	70	-	Sec-independent protein translocase protein TatAd
chr	NC_000964.3	286048	286776	+	938395	tatCD	BSU02640	NP_388146.2	242	-	Sec-independent protein translocase protein TatCd
chr	NC_000964.3	286773	287420	-	938396	pcp	BSU02650	NP_388147.1	215	-	pyrrolidone-carboxylate peptidase
chr	NC_000964.3	287499	288611	+	938393	ycbU	BSU02660	NP_388148.2	370	-	aminotransferase YcbU
chr	NC_000964.3	288653	290092	-	938388	lmrB	BSU02670	NP_388149.1	479	-	lincomycin resistance protein LmrB
chr	NC_000964.3	290132	290698	-	938385	lmrA	BSU02680	NP_388150.1	188	-	TetR family transcriptional regulator
chr	NC_000964.3	290915	292042	+	938392	ansZ	BSU02690	NP_388151.1	375	-	asparaginase
chr	NC_000964.3	292205	292843	+	938389	estA	BSU02700	NP_388152.1	212	-	lipase EstA
chr	NC_000964.3	292881	293264	-	938390	yczC	BSU02710	NP_388153.1	127	-	hypothetical protein BSU02710
chr	NC_000964.3	293499	294575	+	938387	yccF	BSU02720	NP_388154.1	358	-	hypothetical protein BSU02720
chr	NC_000964.3	294615	295571	-	938382	natK	BSU02730	NP_388155.1	318	-	sensor histidine kinase
chr	NC_000964.3	295584	296285	-	938379	natR	BSU02740	NP_388156.1	233	-	transcriptional regulator
chr	NC_000964.3	296429	297169	+	938386	natA	BSU02750	NP_388157.1	246	-	ATP-binding transport protein NatA
chr	NC_000964.3	297170	298330	+	938383	natB	BSU02760	NP_388158.1	386	-	sodium efflux ABC transporter permease NatB
chr	NC_000964.3	298466	299398	+	938384	yccK	BSU02770	NP_388159.1	310	-	oxidoreductase
chr	NC_000964.3	299438	300502	-	938380	ycdA	BSU02780	NP_388160.1	354	-	lipoprotein
chr	NC_000964.3	300830	302248	+	938381	ycdB	BSU02790	NP_388161.1	472	-	hypothetical protein BSU02790
chr	NC_000964.3	302435	303796	+	938376	ycdC	BSU02800	NP_388162.1	453	-	hypothetical protein BSU02800
chr	NC_000964.3	303804	304307	-	938378	cwlK	BSU02810	NP_388163.1	167	-	peptidoglycan L-alanyl-D-glutamate endopeptidase CwlK
chr	NC_000964.3	304430	305551	+	938373	rapJ	BSU02820	NP_388164.1	373	-	response regulator aspartate phosphatase J
chr	NC_000964.3	305658	306434	+	938377	ycdF	BSU02830	NP_388165.1	258	-	glucose 1-dehydrogenase 2
chr	NC_000964.3	306459	308144	+	938375	ycdG	BSU02840	NP_388166.1	561	-	oligo-1,6-glucosidase 2
chr	NC_000964.3	308332	309291	+	938370	adcA	BSU02850	NP_388167.1	319	-	zinc transport system zinc-binding lipoprotein AdcA
chr	NC_000964.3	309347	310042	+	938374	adcC	BSU02860	NP_388168.1	231	-	zinc transport system ATP-binding protein AdcC
chr	NC_000964.3	310000	310842	+	938367	adcB	BSU02870	NP_388169.1	280	-	zinc transport system permease protein AdcB
chr	NC_000964.3	310880	311875	-	938371	yceB	BSU02880	NP_388170.2	331	-	hypothetical protein BSU02880
chr	NC_000964.3	312159	312758	+	938372	yceC	BSU02890	NP_388171.1	199	-	stress response protein SCP2
chr	NC_000964.3	312780	313361	+	938364	yceD	BSU02900	NP_388172.1	193	-	general stress protein 16U
chr	NC_000964.3	313396	313974	+	938368	yceE	BSU02910	NP_388173.1	192	-	hypothetical protein BSU02910
chr	NC_000964.3	314025	314798	+	938369	yceF	BSU02920	NP_388174.1	257	-	membrane protein
chr	NC_000964.3	314883	316496	+	938361	yceG	BSU02930	NP_388175.1	537	-	hypothetical protein BSU02930
chr	NC_000964.3	316512	317603	+	938366	yceH	BSU02940	NP_388176.1	363	-	hypothetical protein BSU02940
chr	NC_000964.3	317725	318927	+	938365	yceI	BSU02950	NP_388177.1	400	-	niacin/nicotinamide transporter NaiP
chr	NC_000964.3	319180	320352	-	938363	yceJ	BSU02960	NP_388178.1	390	-	MFS transporter
chr	NC_000964.3	320421	320723	-	938357	yceK	BSU02970	NP_388179.1	100	-	ArsR family transcriptional regulator
chr	NC_000964.3	321013	322269	+	938362	opuAA	BSU02980	NP_388180.2	418	-	glycine/betaine ABC transporter ATP-binding protein
chr	NC_000964.3	322271	323119	+	938360	opuAB	BSU02990	NP_388181.1	282	-	glycine betaine transport system permease protein OpuAB
chr	NC_000964.3	323119	324000	+	938354	opuAC	BSU03000	NP_388182.1	293	-	glycine betaine-binding protein OpuAC
chr	NC_000964.3	324038	325189	-	938351	amhX	BSU03010	NP_388183.2	383	-	amidohydrolase AmhX
chr	NC_000964.3	325339	326772	+	938359	ycgA	BSU03020	NP_388184.2	477	-	hypothetical protein BSU03020
chr	NC_000964.3	326888	327469	+	938355	ycgB	BSU03030	NP_388185.2	193	-	hypothetical protein BSU03030
chr	NC_000964.3	327618	329597	+	938356	amyE	BSU03040	NP_388186.2	659	-	alpha-amylase
chr	NC_000964.3	329774	330739	+	938348	ldh	BSU03050	NP_388187.2	321	-	L-lactate dehydrogenase
chr	NC_000964.3	330771	332396	+	938353	lctP	BSU03060	NP_388188.2	541	-	L-lactate permease
chr	NC_000964.3	332441	333979	-	938345	mdr	BSU03070	NP_388189.2	512	-	multidrug resistance protein
chr	NC_000964.3	334092	334556	+	938352	ycgE	BSU03080	NP_388190.2	154	-	ArsR family transcriptional regulator
chr	NC_000964.3	334630	335259	+	938349	ycgF	BSU03090	NP_388191.1	209	-	amino acid efflux protein YcgF
chr	NC_000964.3	335329	336090	+	938350	ycgG	BSU03100	NP_388192.2	253	-	hypothetical protein BSU03100
chr	NC_000964.3	336092	337432	-	938347	ycgH	BSU03110	NP_388193.2	446	-	transporter
chr	NC_000964.3	337562	338158	+	938342	ycgI	BSU03120	NP_388194.3	198	-	hypothetical protein BSU03120
chr	NC_000964.3	338288	339106	+	938339	nadE	BSU03130	NP_388195.1	272	-	NH(3)-dependent NAD(+) synthetase
chr	NC_000964.3	339156	339749	-	938346	tmrB	BSU03140	NP_388196.2	197	-	tunicamycin resistance protein
chr	NC_000964.3	340025	340585	+	938343	aroK	BSU03150	NP_388197.2	186	-	shikimate kinase
chr	NC_000964.3	340613	341374	-	938344	ycgJ	BSU03160	NP_388198.2	253	-	methyltransferase
chr	NC_000964.3	341492	342466	+	938340	ycgK	BSU03170	NP_388199.2	324	-	LysR family transcriptional regulator
chr	NC_000964.3	342538	343494	+	938341	cah	BSU03180	NP_388200.1	318	-	cephalosporin-C deacetylase
chr	NC_000964.3	343578	344360	+	938336	ycgL	BSU03190	NP_388201.1	260	-	hypothetical protein BSU03190
chr	NC_000964.3	344551	345462	+	938338	ycgM	BSU03200	NP_388202.1	303	-	proline dehydrogenase 2
chr	NC_000964.3	345479	347026	+	938333	ycgN	BSU03210	NP_388203.2	515	-	1-pyrroline-5-carboxylate dehydrogenase 2
chr	NC_000964.3	347150	348571	+	938330	ycgO	BSU03220	NP_388204.2	473	-	symporter
chr	NC_000964.3	348724	349959	+	938337	ycgP	BSU03230	NP_388205.2	411	-	hypothetical protein BSU03230
chr	NC_000964.3	349996	350853	-	938334	ycgQ	BSU03240	NP_388206.1	285	-	hypothetical protein BSU03240
chr	NC_000964.3	350858	351742	-	938335	ycgR	BSU03250	NP_388207.1	294	-	hypothetical protein BSU03250
chr	NC_000964.3	351842	352696	-	938332	ycgS	BSU03260	NP_388208.1	284	-	hydrolase YcgS
chr	NC_000964.3	352858	353868	+	938327	ycgT	BSU03270	NP_388209.1	336	-	ferredoxin--NADP reductase 1
chr	NC_000964.3	353900	355351	-	938324	nasF	BSU03280	NP_388210.1	483	-	uroporphyrinogen-iii C-methyltransferase
chr	NC_000964.3	355412	355732	-	938331	nasE	BSU03290	NP_388211.1	106	-	assimilatory nitrite reductase
chr	NC_000964.3	355764	358181	-	938329	nasD	BSU03300	NP_388212.1	805	-	nitrite reductase
chr	NC_000964.3	358303	360435	-	938321	nasC	BSU03310	NP_388213.2	710	-	assimilatory nitrate reductase catalytic subunit
chr	NC_000964.3	360442	362757	-	938328	nasB	BSU03320	NP_388214.2	771	-	assimilatory nitrate reductase electron transfer subunit
chr	NC_000964.3	362937	364142	+	938326	nasA	BSU03330	NP_388215.2	401	-	nitrate transporter
chr	NC_000964.3	364259	365173	+	938325	yciA	BSU03340	NP_388216.2	304	-	GTP cyclohydrolase folE2
chr	NC_000964.3	365170	365754	+	938318	yciB	BSU03350	NP_388217.2	194	-	L,D-transpeptidase YciB
chr	NC_000964.3	365850	366035	+	8303053	yczL	BSU03359	YP_003097674.1	61	-	hypothetical protein BSU03359
chr	NC_000964.3	366063	367256	+	938322	yciC	BSU03360	NP_388218.1	397	-	metal chaperone YciC
chr	NC_000964.3	367305	367985	-	938323	yckA	BSU03370	NP_388219.1	226	-	amino acid ABC transporter permease protein YckA
chr	NC_000964.3	367995	368858	-	938320	yckB	BSU03380	NP_388220.1	287	-	ABC transporter extracellular-binding protein YckB
chr	NC_000964.3	369236	369691	+	938315	yckC	BSU03390	NP_388221.1	151	-	hypothetical protein BSU03390
chr	NC_000964.3	369773	370105	+	938319	yckD	BSU03400	NP_388222.1	110	-	hypothetical protein BSU03400
chr	NC_000964.3	370259	371692	+	938317	bglC	BSU03410	NP_388223.1	477	-	aryl-phospho-beta-d-glucosidase BglC
chr	NC_000964.3	371729	372127	-	938312	nin	BSU03420	NP_388224.1	132	-	DNA-entry nuclease inhibitor
chr	NC_000964.3	372154	372597	-	938309	nucA	BSU03430	NP_388225.2	147	-	DNA-entry nuclease
chr	NC_000964.3	372771	374492	-	938316	tlpC	BSU03440	NP_388226.2	573	-	methyl-accepting chemotaxis protein TlpC
chr	NC_000964.3	374603	375160	-	938313	hxlB	BSU03450	NP_388227.1	185	-	3-hexulose-6-phosphate isomerase
chr	NC_000964.3	375166	375798	-	938314	hxlA	BSU03460	NP_388228.1	210	-	3-hexulose-6-phosphate synthase
chr	NC_000964.3	376032	376394	+	938311	hxlR	BSU03470	NP_388229.2	120	-	HxlR family transcriptional regulator
chr	NC_000964.3	376968	387731	+	938306	srfAA	BSU03480	NP_388230.2	3587	-	surfactin synthase subunit 1
chr	NC_000964.3	387744	398495	+	938303	srfAB	BSU03490	NP_388231.2	3583	-	surfactin synthase subunit 2
chr	NC_000964.3	390880	391020	+	938310	comS	BSU03500	NP_388232.1	46	-	competence protein S
chr	NC_000964.3	398532	402359	+	938308	srfAC	BSU03510	NP_388233.2	1275	-	surfactin synthase subunit 3
chr	NC_000964.3	402388	403116	+	938300	srfAD	BSU03520	NP_388234.1	242	-	surfactin synthase thioesterase subunit
chr	NC_000964.3	403217	404443	+	938307	ycxA	BSU03530	NP_388235.2	408	-	MFS transporter
chr	NC_000964.3	404458	405015	-	938305	ycxB	BSU03540	NP_388236.1	185	-	hypothetical protein BSU03540
chr	NC_000964.3	405069	406007	-	938297	ycxC	BSU03550	NP_388237.2	312	-	transporter
chr	NC_000964.3	406131	407465	+	938304	ycxD	BSU03560	NP_388238.1	444	-	GntR family transcriptional regulator
chr	NC_000964.3	408240	408887	-	938302	yczE	BSU03580	NP_388240.2	215	-	membrane protein
chr	NC_000964.3	409208	409951	-	938294	tcyC	BSU03590	NP_388241.2	247	-	L-cystine import ATP-binding protein TcyC
chr	NC_000964.3	409965	410669	-	938301	tcyB	BSU03600	NP_388242.1	234	-	L-cystine transport system permease protein TcyB
chr	NC_000964.3	410656	411462	-	938298	tcyA	BSU03610	NP_388243.2	268	-	L-cystine-binding protein TcyA
chr	NC_000964.3	411578	412450	-	938299	yclA	BSU03620	NP_388244.1	290	-	LysR family transcriptional regulator
chr	NC_000964.3	412540	413154	+	938296	yclB	BSU03630	NP_388245.1	204	-	phenolic acid decarboxylase subunit B
chr	NC_000964.3	413157	414578	+	938291	ubiD	BSU03640	NP_388246.1	473	-	phenolic acid decarboxylase subunit C
chr	NC_000964.3	414595	414822	+	8302940	bsdD	BSU03651	YP_003097675.1	75	-	phenolic acid decarboxylase subunit D
chr	NC_000964.3	414819	415283	+	938293	yclD	BSU03652	NP_388247.2	154	-	hypothetical protein BSU03652
chr	NC_000964.3	415350	416195	+	938288	yclE	BSU03660	NP_388248.2	281	-	AB hydrolase superfamily protein YclE
chr	NC_000964.3	416235	417713	-	938295	dtpT	BSU03670	NP_388249.2	492	-	transporter
chr	NC_000964.3	417993	419747	+	938292	yclG	BSU03680	NP_388250.1	584	-	hypothetical protein BSU03680
chr	NC_000964.3	419763	419984	-	938290	yczF	BSU03690	NP_388251.1	73	-	hypothetical protein BSU03690
chr	NC_000964.3	420110	421744	+	938285	gerKA	BSU03700	NP_388252.1	544	-	spore germination protein KA
chr	NC_000964.3	421734	422957	+	938287	gerKC	BSU03710	NP_388253.1	407	-	spore germination protein KC
chr	NC_000964.3	422982	424103	+	938282	gerKB	BSU03720	NP_388254.1	373	-	spore germination protein KB
chr	NC_000964.3	424208	424888	-	938289	yclH	BSU03730	NP_388255.1	226	-	ABC transporter ATP-binding protein
chr	NC_000964.3	424904	426364	-	938279	yclI	BSU03740	NP_388256.2	486	-	ABC transporter permease
chr	NC_000964.3	426577	427260	+	938286	yclJ	BSU03750	NP_388257.1	227	-	transcriptional regulator
chr	NC_000964.3	427247	428668	+	938283	yclK	BSU03760	NP_388258.1	473	-	sensor histidine kinase
chr	NC_000964.3	428831	429979	+	938284	rapC	BSU03770	NP_388259.1	382	-	response regulator aspartate phosphatase C
chr	NC_000964.3	429963	430085	+	938281	phrC	BSU03780	NP_388260.1	40	-	phosphatase RapC inhibitor
chr	NC_000964.3	430356	430469	-	8302990	yczN	BSU03789	YP_003097677.1	37	-	hypothetical protein BSU03789
chr	NC_000964.3	430623	431987	-	938276	yclM	BSU03790	NP_388261.1	454	-	aspartokinase 3
chr	NC_000964.3	432372	433322	+	938273	yclN	BSU03800	NP_388262.1	316	-	ABC transporter permease
chr	NC_000964.3	433315	434262	+	938280	yclO	BSU03810	NP_388263.1	315	-	ABC transporter permease
chr	NC_000964.3	434256	435014	+	938278	yclP	BSU03820	NP_388264.1	252	-	ABC transporter ATP-binding protein
chr	NC_000964.3	435036	435989	+	938277	yclQ	BSU03830	NP_388265.1	317	-	ABC transporter substrate-binding protein
chr	NC_000964.3	436036	437454	-	938275	ycnB	BSU03840	NP_388266.1	472	-	MFS transporter
chr	NC_000964.3	437474	438352	-	938270	ycnC	BSU03850	NP_388267.2	292	-	TetR family transcriptional regulator
chr	NC_000964.3	438516	439265	-	938267	ycnD	BSU03860	NP_388268.1	249	-	FMN reductase
chr	NC_000964.3	439282	439569	-	938274	ycnE	BSU03870	NP_388269.1	95	-	monooxygenase YcnE
chr	NC_000964.3	439709	440023	+	938272	yczG	BSU03880	NP_388270.1	104	-	ArsR family transcriptional regulator
chr	NC_000964.3	440025	441464	-	938271	gabR	BSU03890	NP_388271.1	479	-	GntR family transcriptional regulator
chr	NC_000964.3	441571	442881	+	938264	gabT	BSU03900	NP_388272.1	436	-	4-aminobutyrate aminotransferase
chr	NC_000964.3	442950	444338	+	939976	gabD	BSU03910	NP_388273.1	462	-	succinate-semialdehyde dehydrogenase
chr	NC_000964.3	444461	445324	+	938268	glcU	BSU03920	NP_388274.1	287	-	glucose uptake protein GlcU
chr	NC_000964.3	445344	446129	+	938261	gdh	BSU03930	NP_388275.1	261	-	glucose 1-dehydrogenase
chr	NC_000964.3	446174	446788	-	938266	ycnI	BSU03940	NP_388276.1	204	-	hypothetical protein BSU03940
chr	NC_000964.3	446801	448426	-	938258	ycnJ	BSU03950	NP_388277.2	541	-	copper transport protein YcnJ
chr	NC_000964.3	448461	449033	-	938265	ycnK	BSU03960	NP_388278.1	190	-	DeoR family transcriptional regulator
chr	NC_000964.3	449198	449551	+	939465	ycnL	BSU03970	NP_388279.1	117	-	hypothetical protein BSU03970
chr	NC_000964.3	449724	451160	+	938263	mtlA	BSU03981	NP_388280.2	478	-	PTS system mannitol-specific EIICB component
chr	NC_000964.3	451185	451616	+	8303136	mtlF	BSU03982	YP_003097678.1	143	-	mannitol-specific phosphotransferase enzyme IIA component
chr	NC_000964.3	451618	452739	+	939968	mtlD	BSU03990	NP_388281.2	373	-	mannitol-1-phosphate 5-dehydrogenase
chr	NC_000964.3	452830	453894	+	938262	ycsA	BSU04000	NP_388282.3	354	-	tartrate dehydrogenase/decarboxylase
chr	NC_000964.3	454029	454592	+	939966	sipU	BSU04010	NP_388283.1	187	-	signal peptidase I U
chr	NC_000964.3	454652	455260	-	938255	yczH	BSU04020	NP_388284.2	202	-	hydrolase
chr	NC_000964.3	455346	455738	+	938260	ycsD	BSU04030	NP_388285.2	130	-	hypothetical protein BSU04030
chr	NC_000964.3	455771	455935	-	8302943	yczO	BSU04039	YP_003097679.1	54	-	hypothetical protein BSU04039
chr	NC_000964.3	456068	456817	+	938252	ycsE	BSU04040	NP_388286.2	249	-	hypothetical protein BSU04040
chr	NC_000964.3	457023	457796	+	938259	ycsF	BSU04050	NP_388287.3	257	-	hypothetical protein BSU04050
chr	NC_000964.3	457811	459025	+	938257	ycsG	BSU04060	NP_388288.3	404	-	membrane protein
chr	NC_000964.3	459049	459822	+	938647	ycsI	BSU04070	NP_388289.3	257	-	hypothetical protein BSU04070
chr	NC_000964.3	459867	460589	+	938256	kipI	BSU04080	NP_388290.2	240	-	kinase A inhibitor
chr	NC_000964.3	460592	461599	+	2914204	kipA	BSU04090	YP_054571.2	335	-	kipi antagonist
chr	NC_000964.3	461615	462367	+	939999	kipR	BSU04100	NP_388291.2	250	-	IclR family transcriptional regulator
chr	NC_000964.3	462431	463072	+	938249	lipC	BSU04110	NP_388292.1	213	-	spore germination lipase LipC
chr	NC_000964.3	463245	463490	+	939989	yczI	BSU04120	NP_388293.1	81	-	hypothetical protein BSU04120
chr	NC_000964.3	463496	463783	-	938254	yczJ	BSU04130	NP_388294.1	95	-	hypothetical protein BSU04130
chr	NC_000964.3	463934	465940	+	940139	pbpC	BSU04140	NP_388295.1	668	-	penicillin-binding protein 3
chr	NC_000964.3	466042	466944	+	936168	ycsN	BSU04150	NP_388296.1	300	-	oxidoreductase
chr	NC_000964.3	467130	469214	+	938253	mtlR	BSU04160	NP_388297.1	694	-	transcriptional regulator MtlR
chr	NC_000964.3	469426	470937	+	938246	ydaB	BSU04170	NP_388298.2	503	-	acyl--CoA ligase YdaB
chr	NC_000964.3	470957	471502	-	940142	ydaC	BSU04180	NP_388299.1	181	-	methyltransferase
chr	NC_000964.3	471709	472569	+	938251	ydaD	BSU04190	NP_388300.1	286	-	general stress protein 39
chr	NC_000964.3	472585	473088	+	938182	ydaE	BSU04200	NP_388301.1	167	-	D-lyxose ketol-isomerase
chr	NC_000964.3	473174	473725	+	938250	ydaF	BSU04210	NP_388302.1	183	-	ribosomal N-acetyltransferase YdaF
chr	NC_000964.3	473803	474225	+	939958	ydaG	BSU04220	NP_388303.1	140	-	general stress protein 26
chr	NC_000964.3	474731	475540	+	938243	ydaH	BSU04230	NP_388304.1	269	-	hypothetical protein BSU04230
chr	NC_000964.3	475584	475874	-	938248	ydzA	BSU04240	NP_388305.1	96	-	membrane protein
chr	NC_000964.3	476059	476493	+	940147	lrpC	BSU04250	NP_388306.1	144	-	AsnC family transcriptional regulator
chr	NC_000964.3	476558	478741	+	938247	topB	BSU04260	NP_388307.1	727	-	DNA topoisomerase 3
chr	NC_000964.3	478944	480032	+	938245	ydaJ	BSU04270	NP_388308.1	362	-	lipoprotein
chr	NC_000964.3	480013	480864	+	938240	ydaK	BSU04280	NP_388309.1	283	-	membrane protein
chr	NC_000964.3	480875	482584	+	938244	ydaL	BSU04290	NP_388310.1	569	-	hypothetical protein BSU04290
chr	NC_000964.3	482577	483839	+	939986	ydaM	BSU04300	NP_388311.1	420	-	glycosyltransferase YdaM
chr	NC_000964.3	483845	485956	+	940004	ydaN	BSU04310	NP_388312.1	703	-	hypothetical protein BSU04310
chr	NC_000964.3	486432	488255	+	938237	ydaO	BSU04320	NP_388313.1	607	-	amino acid permease YdaO
chr	NC_000964.3	488314	488763	+	938242	mutT	BSU04330	NP_388314.1	149	-	8-oxo-dGTP diphosphatase
chr	NC_000964.3	488830	490554	+	938239	ydaP	BSU04340	NP_388315.1	574	-	thiamine pyrophosphate-containing protein YdaP
chr	NC_000964.3	490777	491043	-	8302999	ydzK	BSU04359	YP_003097680.1	88	-	membrane protein
